tanggal,komoditas,lokasi,harga
2026-08-20,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,16870
2026-08-20,Daging Sapi,Rata-rata DKI Jakarta,143333
2026-08-20,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,39500
2026-08-20,Ikan Kembung,Rata-rata DKI Jakarta,50467
2026-08-20,Kacang Kedelai,Rata-rata DKI Jakarta,18033
2026-08-21,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15587
2026-08-21,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14562
2026-08-21,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13842
2026-08-21,Beras Muncul I,Rata-rata DKI Jakarta,15000
2026-08-21,Beras IR 42/Pera,Rata-rata DKI Jakarta,16012
2026-08-21,Beras Setra I/Premium,Rata-rata DKI Jakarta,17085
2026-08-21,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21317
2026-08-21,Cabe Merah Keriting,Rata-rata DKI Jakarta,47345
2026-08-21,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,51917
2026-08-21,Cabe Rawit Merah,Rata-rata DKI Jakarta,60824
2026-08-21,Cabe Rawit Hijau,Rata-rata DKI Jakarta,54343
2026-08-21,Bawang Merah,Rata-rata DKI Jakarta,41748
2026-08-21,Bawang Putih,Rata-rata DKI Jakarta,42832
2026-08-21,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,153000
2026-08-21,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147643
2026-08-21,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42438
2026-08-21,Telur Ayam Ras,Rata-rata DKI Jakarta,25954
2026-08-21,Gula Pasir,Rata-rata DKI Jakarta,18719
2026-08-21,Tepung Terigu,Rata-rata DKI Jakarta,11590
2026-08-21,Garam Dapur,Rata-rata DKI Jakarta,4823
2026-08-21,Kentang (sedang),Rata-rata DKI Jakarta,19554
2026-08-21,Tomat Buah,Rata-rata DKI Jakarta,16298
2026-08-21,Kelapa Kupas,Rata-rata DKI Jakarta,14693
2026-08-21,Semangka,Rata-rata DKI Jakarta,13792
2026-08-21,Jeruk Medan,Rata-rata DKI Jakarta,31650
2026-08-21,Daging Kambing,Rata-rata DKI Jakarta,152000
2026-08-21,Daging Babi Berlemak,Rata-rata DKI Jakarta,100625
2026-08-21,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,46662
2026-08-21,Ikan Mas,Rata-rata DKI Jakarta,41153
2026-08-21,Ikan Lele,Rata-rata DKI Jakarta,31000
2026-08-21,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20800
2026-08-21,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,46000
2026-08-21,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,55000
2026-08-21,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13293
2026-08-21,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11567
2026-08-21,Margarin Blueband Cup,Rata-rata DKI Jakarta,17633
2026-08-21,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10479
2026-08-21,Beras Medium,Rata-rata DKI Jakarta,13750
2026-08-21,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18850
2026-08-21,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23100
2026-08-21,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17190
2026-08-21,Daging Sapi,Rata-rata DKI Jakarta,148750
2026-08-21,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,40300
2026-08-21,Ikan Kembung,Rata-rata DKI Jakarta,50500
2026-08-21,Kacang Kedelai,Rata-rata DKI Jakarta,17750
2026-08-22,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15478
2026-08-22,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14208
2026-08-22,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13713
2026-08-22,Beras Muncul I,Rata-rata DKI Jakarta,15583
2026-08-22,Beras IR 42/Pera,Rata-rata DKI Jakarta,16133
2026-08-22,Beras Setra I/Premium,Rata-rata DKI Jakarta,16704
2026-08-22,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21333
2026-08-22,Cabe Merah Keriting,Rata-rata DKI Jakarta,46767
2026-08-22,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,53167
2026-08-22,Cabe Rawit Merah,Rata-rata DKI Jakarta,59700
2026-08-22,Cabe Rawit Hijau,Rata-rata DKI Jakarta,55286
2026-08-22,Bawang Merah,Rata-rata DKI Jakarta,42655
2026-08-22,Bawang Putih,Rata-rata DKI Jakarta,42829
2026-08-22,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,149833
2026-08-22,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,146600
2026-08-22,Ayam Broiler/Ras,Rata-rata DKI Jakarta,43521
2026-08-22,Telur Ayam Ras,Rata-rata DKI Jakarta,25864
2026-08-22,Gula Pasir,Rata-rata DKI Jakarta,18729
2026-08-22,Tepung Terigu,Rata-rata DKI Jakarta,11883
2026-08-22,Garam Dapur,Rata-rata DKI Jakarta,5683
2026-08-22,Kentang (sedang),Rata-rata DKI Jakarta,19498
2026-08-22,Tomat Buah,Rata-rata DKI Jakarta,16838
2026-08-22,Kelapa Kupas,Rata-rata DKI Jakarta,14983
2026-08-22,Semangka,Rata-rata DKI Jakarta,14167
2026-08-22,Jeruk Medan,Rata-rata DKI Jakarta,31542
2026-08-22,Daging Kambing,Rata-rata DKI Jakarta,153750
2026-08-22,Daging Babi Berlemak,Rata-rata DKI Jakarta,107778
2026-08-22,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43911
2026-08-22,Ikan Mas,Rata-rata DKI Jakarta,40108
2026-08-22,Ikan Lele,Rata-rata DKI Jakarta,31000
2026-08-22,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20625
2026-08-22,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,46000
2026-08-22,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,55000
2026-08-22,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,14117
2026-08-22,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11867
2026-08-22,Margarin Blueband Cup,Rata-rata DKI Jakarta,18000
2026-08-22,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10562
2026-08-22,Beras Medium,Rata-rata DKI Jakarta,14000
2026-08-22,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18834
2026-08-22,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22625
2026-08-22,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17629
2026-08-22,Daging Sapi,Rata-rata DKI Jakarta,149167
2026-08-22,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,39375
2026-08-22,Ikan Kembung,Rata-rata DKI Jakarta,53194
2026-08-22,Kacang Kedelai,Rata-rata DKI Jakarta,18556
2026-08-23,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15610
2026-08-23,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14383
2026-08-23,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13767
2026-08-23,Beras Muncul I,Rata-rata DKI Jakarta,15500
2026-08-23,Beras IR 42/Pera,Rata-rata DKI Jakarta,22350
2026-08-23,Beras Setra I/Premium,Rata-rata DKI Jakarta,17063
2026-08-23,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21433
2026-08-23,Cabe Merah Keriting,Rata-rata DKI Jakarta,47083
2026-08-23,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,51333
2026-08-23,Cabe Rawit Merah,Rata-rata DKI Jakarta,60450
2026-08-23,Cabe Rawit Hijau,Rata-rata DKI Jakarta,52883
2026-08-23,Bawang Merah,Rata-rata DKI Jakarta,41017
2026-08-23,Bawang Putih,Rata-rata DKI Jakarta,42700
2026-08-23,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,150467
2026-08-23,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147167
2026-08-23,Ayam Broiler/Ras,Rata-rata DKI Jakarta,44500
2026-08-23,Telur Ayam Ras,Rata-rata DKI Jakarta,25567
2026-08-23,Gula Pasir,Rata-rata DKI Jakarta,18700
2026-08-23,Tepung Terigu,Rata-rata DKI Jakarta,11437
2026-08-23,Garam Dapur,Rata-rata DKI Jakarta,4867
2026-08-23,Kentang (sedang),Rata-rata DKI Jakarta,19433
2026-08-23,Tomat Buah,Rata-rata DKI Jakarta,15467
2026-08-23,Kelapa Kupas,Rata-rata DKI Jakarta,14357
2026-08-23,Semangka,Rata-rata DKI Jakarta,14533
2026-08-23,Jeruk Medan,Rata-rata DKI Jakarta,31233
2026-08-23,Daging Kambing,Rata-rata DKI Jakarta,153000
2026-08-23,Daging Babi Berlemak,Rata-rata DKI Jakarta,102778
2026-08-23,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,42417
2026-08-23,Ikan Mas,Rata-rata DKI Jakarta,43267
2026-08-23,Ikan Lele,Rata-rata DKI Jakarta,30680
2026-08-23,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20500
2026-08-23,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,46000
2026-08-23,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,45000
2026-08-23,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13017
2026-08-23,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11900
2026-08-23,Margarin Blueband Cup,Rata-rata DKI Jakarta,17767
2026-08-23,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10283
2026-08-23,Beras Medium,Rata-rata DKI Jakarta,14000
2026-08-23,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18917
2026-08-23,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22125
2026-08-23,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17629
2026-08-23,Daging Sapi,Rata-rata DKI Jakarta,150000
2026-08-23,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,35875
2026-08-23,Ikan Kembung,Rata-rata DKI Jakarta,49444
2026-08-23,Kacang Kedelai,Rata-rata DKI Jakarta,20334
2026-08-24,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15692
2026-08-24,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14612
2026-08-24,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13967
2026-08-24,Beras Muncul I,Rata-rata DKI Jakarta,15625
2026-08-24,Beras IR 42/Pera,Rata-rata DKI Jakarta,16507
2026-08-24,Beras Setra I/Premium,Rata-rata DKI Jakarta,17720
2026-08-24,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21833
2026-08-24,Cabe Merah Keriting,Rata-rata DKI Jakarta,47097
2026-08-24,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,51167
2026-08-24,Cabe Rawit Merah,Rata-rata DKI Jakarta,62943
2026-08-24,Cabe Rawit Hijau,Rata-rata DKI Jakarta,55400
2026-08-24,Bawang Merah,Rata-rata DKI Jakarta,42231
2026-08-24,Bawang Putih,Rata-rata DKI Jakarta,41982
2026-08-24,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152833
2026-08-24,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148100
2026-08-24,Ayam Broiler/Ras,Rata-rata DKI Jakarta,43888
2026-08-24,Telur Ayam Ras,Rata-rata DKI Jakarta,25607
2026-08-24,Gula Pasir,Rata-rata DKI Jakarta,18709
2026-08-24,Tepung Terigu,Rata-rata DKI Jakarta,11690
2026-08-24,Garam Dapur,Rata-rata DKI Jakarta,4533
2026-08-24,Kentang (sedang),Rata-rata DKI Jakarta,19676
2026-08-24,Tomat Buah,Rata-rata DKI Jakarta,16825
2026-08-24,Kelapa Kupas,Rata-rata DKI Jakarta,14243
2026-08-24,Semangka,Rata-rata DKI Jakarta,14583
2026-08-24,Jeruk Medan,Rata-rata DKI Jakarta,32733
2026-08-24,Daging Kambing,Rata-rata DKI Jakarta,151917
2026-08-24,Daging Babi Berlemak,Rata-rata DKI Jakarta,102500
2026-08-24,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,46271
2026-08-24,Ikan Mas,Rata-rata DKI Jakarta,41647
2026-08-24,Ikan Lele,Rata-rata DKI Jakarta,30300
2026-08-24,Gas Elpiji 3kg,Rata-rata DKI Jakarta,21125
2026-08-24,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,46000
2026-08-24,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,65000
2026-08-24,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13309
2026-08-24,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11600
2026-08-24,Margarin Blueband Cup,Rata-rata DKI Jakarta,18017
2026-08-24,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10579
2026-08-24,Beras Medium,Rata-rata DKI Jakarta,13833
2026-08-24,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18792
2026-08-24,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22875
2026-08-24,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17967
2026-08-24,Daging Sapi,Rata-rata DKI Jakarta,147500
2026-08-24,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,41958
2026-08-24,Ikan Kembung,Rata-rata DKI Jakarta,53333
2026-08-24,Kacang Kedelai,Rata-rata DKI Jakarta,18417
2026-08-27,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15512
2026-08-27,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14658
2026-08-27,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13980
2026-08-27,Beras Muncul I,Rata-rata DKI Jakarta,15438
2026-08-27,Beras IR 42/Pera,Rata-rata DKI Jakarta,16020
2026-08-27,Beras Setra I/Premium,Rata-rata DKI Jakarta,17285
2026-08-27,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21100
2026-08-27,Cabe Merah Keriting,Rata-rata DKI Jakarta,47281
2026-08-27,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,51033
2026-08-27,Cabe Rawit Merah,Rata-rata DKI Jakarta,64152
2026-08-27,Cabe Rawit Hijau,Rata-rata DKI Jakarta,54036
2026-08-27,Bawang Merah,Rata-rata DKI Jakarta,41886
2026-08-27,Bawang Putih,Rata-rata DKI Jakarta,41660
2026-08-27,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152833
2026-08-27,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148000
2026-08-27,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42350
2026-08-27,Telur Ayam Ras,Rata-rata DKI Jakarta,26300
2026-08-27,Gula Pasir,Rata-rata DKI Jakarta,18629
2026-08-27,Tepung Terigu,Rata-rata DKI Jakarta,11700
2026-08-27,Garam Dapur,Rata-rata DKI Jakarta,4833
2026-08-27,Kentang (sedang),Rata-rata DKI Jakarta,19669
2026-08-27,Tomat Buah,Rata-rata DKI Jakarta,16705
2026-08-27,Kelapa Kupas,Rata-rata DKI Jakarta,14473
2026-08-27,Semangka,Rata-rata DKI Jakarta,14450
2026-08-27,Jeruk Medan,Rata-rata DKI Jakarta,32900
2026-08-27,Daging Kambing,Rata-rata DKI Jakarta,153646
2026-08-27,Daging Babi Berlemak,Rata-rata DKI Jakarta,104583
2026-08-27,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,46595
2026-08-27,Ikan Mas,Rata-rata DKI Jakarta,40587
2026-08-27,Ikan Lele,Rata-rata DKI Jakarta,31100
2026-08-27,Gas Elpiji 3kg,Rata-rata DKI Jakarta,21000
2026-08-27,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,46000
2026-08-27,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,52500
2026-08-27,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13469
2026-08-27,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11567
2026-08-27,Margarin Blueband Cup,Rata-rata DKI Jakarta,17883
2026-08-27,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10562
2026-08-27,Beras Medium,Rata-rata DKI Jakarta,13875
2026-08-27,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18867
2026-08-27,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22900
2026-08-27,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17013
2026-08-27,Daging Sapi,Rata-rata DKI Jakarta,138333
2026-08-27,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,40733
2026-08-27,Ikan Kembung,Rata-rata DKI Jakarta,52733
2026-08-27,Kacang Kedelai,Rata-rata DKI Jakarta,15533
2026-08-28,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15441
2026-08-28,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14557
2026-08-28,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13782
2026-08-28,Beras Muncul I,Rata-rata DKI Jakarta,15421
2026-08-28,Beras IR 42/Pera,Rata-rata DKI Jakarta,16078
2026-08-28,Beras Setra I/Premium,Rata-rata DKI Jakarta,17035
2026-08-28,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21253
2026-08-28,Cabe Merah Keriting,Rata-rata DKI Jakarta,46331
2026-08-28,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,50583
2026-08-28,Cabe Rawit Merah,Rata-rata DKI Jakarta,64079
2026-08-28,Cabe Rawit Hijau,Rata-rata DKI Jakarta,53593
2026-08-28,Bawang Merah,Rata-rata DKI Jakarta,41136
2026-08-28,Bawang Putih,Rata-rata DKI Jakarta,42953
2026-08-28,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152833
2026-08-28,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148250
2026-08-28,Ayam Broiler/Ras,Rata-rata DKI Jakarta,43388
2026-08-28,Telur Ayam Ras,Rata-rata DKI Jakarta,26350
2026-08-28,Gula Pasir,Rata-rata DKI Jakarta,18745
2026-08-28,Tepung Terigu,Rata-rata DKI Jakarta,11433
2026-08-28,Garam Dapur,Rata-rata DKI Jakarta,4842
2026-08-28,Kentang (sedang),Rata-rata DKI Jakarta,19336
2026-08-28,Tomat Buah,Rata-rata DKI Jakarta,15971
2026-08-28,Kelapa Kupas,Rata-rata DKI Jakarta,14743
2026-08-28,Semangka,Rata-rata DKI Jakarta,13933
2026-08-28,Jeruk Medan,Rata-rata DKI Jakarta,32300
2026-08-28,Daging Kambing,Rata-rata DKI Jakarta,151333
2026-08-28,Daging Babi Berlemak,Rata-rata DKI Jakarta,100833
2026-08-28,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,46995
2026-08-28,Ikan Mas,Rata-rata DKI Jakarta,41373
2026-08-28,Ikan Lele,Rata-rata DKI Jakarta,31050
2026-08-28,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20833
2026-08-28,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,46000
2026-08-28,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,57000
2026-08-28,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13278
2026-08-28,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11260
2026-08-28,Margarin Blueband Cup,Rata-rata DKI Jakarta,16850
2026-08-28,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10579
2026-08-28,Beras Medium,Rata-rata DKI Jakarta,13167
2026-08-28,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18867
2026-08-28,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22767
2026-08-28,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17200
2026-08-28,Daging Sapi,Rata-rata DKI Jakarta,148333
2026-08-28,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,38233
2026-08-28,Ikan Kembung,Rata-rata DKI Jakarta,48333
2026-08-28,Kacang Kedelai,Rata-rata DKI Jakarta,20222
2026-08-29,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15495
2026-08-29,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14548
2026-08-29,Beras IR. III (IR 64),Rata-rata DKI Jakarta,14045
2026-08-29,Beras Muncul I,Rata-rata DKI Jakarta,15367
2026-08-29,Beras IR 42/Pera,Rata-rata DKI Jakarta,16800
2026-08-29,Beras Setra I/Premium,Rata-rata DKI Jakarta,17430
2026-08-29,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21407
2026-08-29,Cabe Merah Keriting,Rata-rata DKI Jakarta,48867
2026-08-29,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,53500
2026-08-29,Cabe Rawit Merah,Rata-rata DKI Jakarta,65314
2026-08-29,Cabe Rawit Hijau,Rata-rata DKI Jakarta,53438
2026-08-29,Bawang Merah,Rata-rata DKI Jakarta,42386
2026-08-29,Bawang Putih,Rata-rata DKI Jakarta,43530
2026-08-29,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,151667
2026-08-29,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148667
2026-08-29,Ayam Broiler/Ras,Rata-rata DKI Jakarta,43791
2026-08-29,Telur Ayam Ras,Rata-rata DKI Jakarta,26435
2026-08-29,Gula Pasir,Rata-rata DKI Jakarta,18765
2026-08-29,Tepung Terigu,Rata-rata DKI Jakarta,11390
2026-08-29,Garam Dapur,Rata-rata DKI Jakarta,4673
2026-08-29,Kentang (sedang),Rata-rata DKI Jakarta,19273
2026-08-29,Tomat Buah,Rata-rata DKI Jakarta,16471
2026-08-29,Kelapa Kupas,Rata-rata DKI Jakarta,14127
2026-08-29,Semangka,Rata-rata DKI Jakarta,14067
2026-08-29,Jeruk Medan,Rata-rata DKI Jakarta,32883
2026-08-29,Daging Kambing,Rata-rata DKI Jakarta,154583
2026-08-29,Daging Babi Berlemak,Rata-rata DKI Jakarta,115000
2026-08-29,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43129
2026-08-29,Ikan Mas,Rata-rata DKI Jakarta,41507
2026-08-29,Ikan Lele,Rata-rata DKI Jakarta,30167
2026-08-29,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20750
2026-08-29,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,46000
2026-08-29,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,55000
2026-08-29,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13442
2026-08-29,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,12000
2026-08-29,Margarin Blueband Cup,Rata-rata DKI Jakarta,17666
2026-08-29,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10795
2026-08-29,Beras Medium,Rata-rata DKI Jakarta,14000
2026-08-29,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,19000
2026-08-29,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22250
2026-08-29,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,18939
2026-08-29,Daging Sapi,Rata-rata DKI Jakarta,150000
2026-08-29,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,47611
2026-08-29,Ikan Kembung,Rata-rata DKI Jakarta,49583
2026-08-29,Kacang Kedelai,Rata-rata DKI Jakarta,15667
2026-08-30,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15520
2026-08-30,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14590
2026-08-30,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13837
2026-08-30,Beras Muncul I,Rata-rata DKI Jakarta,15611
2026-08-30,Beras IR 42/Pera,Rata-rata DKI Jakarta,16555
2026-08-30,Beras Setra I/Premium,Rata-rata DKI Jakarta,17215
2026-08-30,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,22133
2026-08-30,Cabe Merah Keriting,Rata-rata DKI Jakarta,47050
2026-08-30,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,50700
2026-08-30,Cabe Rawit Merah,Rata-rata DKI Jakarta,64148
2026-08-30,Cabe Rawit Hijau,Rata-rata DKI Jakarta,52586
2026-08-30,Bawang Merah,Rata-rata DKI Jakarta,41919
2026-08-30,Bawang Putih,Rata-rata DKI Jakarta,43186
2026-08-30,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,151333
2026-08-30,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148250
2026-08-30,Ayam Broiler/Ras,Rata-rata DKI Jakarta,43185
2026-08-30,Telur Ayam Ras,Rata-rata DKI Jakarta,26479
2026-08-30,Gula Pasir,Rata-rata DKI Jakarta,18765
2026-08-30,Tepung Terigu,Rata-rata DKI Jakarta,11403
2026-08-30,Garam Dapur,Rata-rata DKI Jakarta,4852
2026-08-30,Kentang (sedang),Rata-rata DKI Jakarta,19142
2026-08-30,Tomat Buah,Rata-rata DKI Jakarta,15943
2026-08-30,Kelapa Kupas,Rata-rata DKI Jakarta,14453
2026-08-30,Semangka,Rata-rata DKI Jakarta,14233
2026-08-30,Jeruk Medan,Rata-rata DKI Jakarta,32233
2026-08-30,Daging Kambing,Rata-rata DKI Jakarta,153750
2026-08-30,Daging Babi Berlemak,Rata-rata DKI Jakarta,107778
2026-08-30,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43095
2026-08-30,Ikan Mas,Rata-rata DKI Jakarta,41703
2026-08-30,Ikan Lele,Rata-rata DKI Jakarta,30700
2026-08-30,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-08-30,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,46000
2026-08-30,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,55000
2026-08-30,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13377
2026-08-30,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11900
2026-08-30,Margarin Blueband Cup,Rata-rata DKI Jakarta,17917
2026-08-30,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10592
2026-08-30,Beras Medium,Rata-rata DKI Jakarta,14000
2026-08-30,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18834
2026-08-30,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22792
2026-08-30,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17879
2026-08-30,Daging Sapi,Rata-rata DKI Jakarta,149167
2026-08-30,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,38625
2026-08-30,Ikan Kembung,Rata-rata DKI Jakarta,47083
2026-08-30,Kacang Kedelai,Rata-rata DKI Jakarta,18556
2026-08-31,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15420
2026-08-31,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14682
2026-08-31,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13915
2026-08-31,Beras Muncul I,Rata-rata DKI Jakarta,15317
2026-08-31,Beras IR 42/Pera,Rata-rata DKI Jakarta,16192
2026-08-31,Beras Setra I/Premium,Rata-rata DKI Jakarta,17158
2026-08-31,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21533
2026-08-31,Cabe Merah Keriting,Rata-rata DKI Jakarta,47707
2026-08-31,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,51667
2026-08-31,Cabe Rawit Merah,Rata-rata DKI Jakarta,64800
2026-08-31,Cabe Rawit Hijau,Rata-rata DKI Jakarta,53540
2026-08-31,Bawang Merah,Rata-rata DKI Jakarta,42060
2026-08-31,Bawang Putih,Rata-rata DKI Jakarta,42947
